starttime	seconds	ctime	dtime	ttime	wait
Wed Nov 30 17:53:49 2011	1322704429	0	363	363	363
Wed Nov 30 17:53:57 2011	1322704437	0	363	363	363
Wed Nov 30 17:54:05 2011	1322704445	0	363	363	363
Wed Nov 30 17:58:33 2011	1322704713	0	363	363	363
Wed Nov 30 17:53:55 2011	1322704435	0	363	364	363
Wed Nov 30 17:58:41 2011	1322704721	0	364	364	364
Wed Nov 30 17:54:13 2011	1322704453	0	364	364	364
Wed Nov 30 17:53:57 2011	1322704437	0	364	364	364
Wed Nov 30 17:54:07 2011	1322704447	0	364	364	364
Wed Nov 30 17:53:57 2011	1322704437	0	364	364	364
Wed Nov 30 17:54:03 2011	1322704443	0	364	364	364
Wed Nov 30 17:58:46 2011	1322704726	0	365	365	365
Wed Nov 30 17:54:05 2011	1322704445	0	365	365	365
Wed Nov 30 17:54:02 2011	1322704442	0	365	365	365
Wed Nov 30 17:53:59 2011	1322704439	0	365	365	365
Wed Nov 30 17:58:44 2011	1322704724	0	365	365	365
Wed Nov 30 17:58:41 2011	1322704721	0	365	365	365
Wed Nov 30 17:53:57 2011	1322704437	0	365	365	365
Wed Nov 30 17:54:00 2011	1322704440	0	366	366	366
Wed Nov 30 17:53:55 2011	1322704435	0	366	366	366
Wed Nov 30 17:58:38 2011	1322704718	0	366	366	366
Wed Nov 30 17:54:02 2011	1322704442	0	366	366	366
Wed Nov 30 17:54:15 2011	1322704455	0	366	366	366
Wed Nov 30 17:54:09 2011	1322704449	0	366	366	366
Wed Nov 30 17:58:45 2011	1322704725	0	366	366	366
Wed Nov 30 17:58:41 2011	1322704721	0	366	366	366
