starttime	seconds	ctime	dtime	ttime	wait
Wed Nov 30 17:54:55 2011	1322704495	0	93	93	93
Wed Nov 30 17:54:29 2011	1322704469	0	93	93	93
Wed Nov 30 17:54:26 2011	1322704466	0	93	93	93
Wed Nov 30 17:54:30 2011	1322704470	0	93	93	93
Wed Nov 30 17:54:58 2011	1322704498	0	93	93	93
Wed Nov 30 17:54:21 2011	1322704461	0	93	93	93
Wed Nov 30 17:54:41 2011	1322704481	0	93	93	93
Wed Nov 30 17:54:34 2011	1322704474	0	94	94	94
Wed Nov 30 17:54:34 2011	1322704474	0	94	94	94
Wed Nov 30 17:55:01 2011	1322704501	0	94	94	94
Wed Nov 30 17:54:47 2011	1322704487	0	94	94	94
Wed Nov 30 17:54:49 2011	1322704489	0	94	94	94
Wed Nov 30 17:55:00 2011	1322704500	0	94	94	94
Wed Nov 30 17:54:53 2011	1322704493	0	94	94	94
Wed Nov 30 17:54:57 2011	1322704497	0	94	94	94
Wed Nov 30 17:54:40 2011	1322704480	0	94	94	94
Wed Nov 30 17:54:31 2011	1322704471	0	94	94	94
Wed Nov 30 17:54:37 2011	1322704477	0	95	95	95
Wed Nov 30 17:54:45 2011	1322704485	0	95	95	95
Wed Nov 30 17:54:56 2011	1322704496	0	95	95	95
Wed Nov 30 17:54:31 2011	1322704471	0	95	95	95
Wed Nov 30 17:54:45 2011	1322704485	0	95	95	95
Wed Nov 30 17:54:42 2011	1322704482	0	96	96	96
Wed Nov 30 17:54:44 2011	1322704484	0	96	96	96
Wed Nov 30 17:54:36 2011	1322704476	0	96	96	96
Wed Nov 30 17:54:57 2011	1322704497	0	96	96	96
Wed Nov 30 17:54:20 2011	1322704460	0	96	96	96
Wed Nov 30 17:54:26 2011	1322704466	0	97	97	97
Wed Nov 30 17:54:25 2011	1322704465	0	98	98	98
Wed Nov 30 17:54:55 2011	1322704495	0	98	98	98
Wed Nov 30 17:54:23 2011	1322704463	0	99	99	99
Wed Nov 30 17:55:02 2011	1322704502	0	99	99	99
Wed Nov 30 17:54:26 2011	1322704466	0	99	99	99
Wed Nov 30 17:55:03 2011	1322704503	0	100	100	100
Wed Nov 30 17:54:36 2011	1322704476	0	100	100	100
Wed Nov 30 17:54:19 2011	1322704459	2	99	101	98
Wed Nov 30 17:54:49 2011	1322704489	0	101	101	101
Wed Nov 30 17:54:28 2011	1322704468	0	102	102	102
Wed Nov 30 17:54:54 2011	1322704494	0	102	102	102
Wed Nov 30 17:54:44 2011	1322704484	0	103	103	103
Wed Nov 30 17:54:53 2011	1322704493	0	104	104	104
Wed Nov 30 17:55:05 2011	1322704505	0	106	106	106
Wed Nov 30 17:55:02 2011	1322704502	0	107	107	107
Wed Nov 30 17:54:38 2011	1322704478	0	110	110	110
Wed Nov 30 17:54:27 2011	1322704467	0	110	110	110
Wed Nov 30 17:55:06 2011	1322704506	0	111	111	111
Wed Nov 30 17:54:32 2011	1322704472	0	111	111	111
Wed Nov 30 17:54:23 2011	1322704463	0	111	111	111
Wed Nov 30 17:54:20 2011	1322704460	0	111	111	111
Wed Nov 30 17:54:33 2011	1322704473	0	113	113	113
Wed Nov 30 17:55:05 2011	1322704505	0	113	113	113
Wed Nov 30 17:54:35 2011	1322704475	0	115	115	115
Wed Nov 30 17:54:54 2011	1322704494	0	119	119	119
Wed Nov 30 17:54:39 2011	1322704479	0	120	120	120
Wed Nov 30 17:55:04 2011	1322704504	0	122	122	122
Wed Nov 30 17:55:00 2011	1322704500	0	134	134	134
Wed Nov 30 17:54:39 2011	1322704479	0	145	145	145
Wed Nov 30 17:54:19 2011	1322704459	2	145	148	145
Wed Nov 30 17:54:51 2011	1322704491	0	175	175	175
Wed Nov 30 17:54:38 2011	1322704478	0	175	175	175
Wed Nov 30 17:54:51 2011	1322704491	0	175	175	175
Wed Nov 30 17:54:21 2011	1322704461	0	176	176	176
Wed Nov 30 17:54:51 2011	1322704491	0	176	176	176
Wed Nov 30 17:54:42 2011	1322704482	0	176	176	176
Wed Nov 30 17:54:46 2011	1322704486	0	176	176	176
Wed Nov 30 17:54:47 2011	1322704487	0	177	177	177
Wed Nov 30 17:54:48 2011	1322704488	0	178	178	178
Wed Nov 30 17:54:46 2011	1322704486	0	178	178	178
Wed Nov 30 17:54:22 2011	1322704462	0	179	179	179
Wed Nov 30 17:54:43 2011	1322704483	0	179	179	179
Wed Nov 30 17:54:43 2011	1322704483	0	179	179	179
Wed Nov 30 17:54:41 2011	1322704481	0	179	179	179
Wed Nov 30 17:54:48 2011	1322704488	0	179	179	179
Wed Nov 30 17:54:32 2011	1322704472	0	179	179	179
Wed Nov 30 17:54:56 2011	1322704496	0	180	180	180
Wed Nov 30 17:54:23 2011	1322704463	0	180	180	180
Wed Nov 30 17:54:35 2011	1322704475	0	181	181	181
Wed Nov 30 17:54:59 2011	1322704499	0	181	181	181
Wed Nov 30 17:54:52 2011	1322704492	0	181	181	181
Wed Nov 30 17:55:05 2011	1322704505	0	181	181	181
Wed Nov 30 17:54:29 2011	1322704469	0	181	181	181
Wed Nov 30 17:54:44 2011	1322704484	0	181	181	181
Wed Nov 30 17:55:04 2011	1322704504	0	181	181	181
Wed Nov 30 17:54:52 2011	1322704492	0	181	181	181
Wed Nov 30 17:54:27 2011	1322704467	0	181	181	181
Wed Nov 30 17:55:01 2011	1322704501	0	181	181	181
Wed Nov 30 17:54:40 2011	1322704480	0	181	181	181
Wed Nov 30 17:54:46 2011	1322704486	0	182	182	182
Wed Nov 30 17:54:53 2011	1322704493	0	182	182	182
Wed Nov 30 17:54:33 2011	1322704473	0	182	182	182
Wed Nov 30 17:54:34 2011	1322704474	0	182	182	182
Wed Nov 30 17:54:21 2011	1322704461	0	182	182	182
Wed Nov 30 17:55:03 2011	1322704503	0	182	182	182
Wed Nov 30 17:54:50 2011	1322704490	0	183	183	182
Wed Nov 30 17:54:29 2011	1322704469	0	183	183	183
Wed Nov 30 17:54:50 2011	1322704490	0	183	183	183
Wed Nov 30 17:54:53 2011	1322704493	0	183	183	183
Wed Nov 30 17:54:57 2011	1322704497	0	184	184	183
Wed Nov 30 17:54:30 2011	1322704470	0	184	184	184
Wed Nov 30 17:54:49 2011	1322704489	0	184	184	184
Wed Nov 30 17:54:22 2011	1322704462	0	184	184	184
Wed Nov 30 17:54:55 2011	1322704495	0	185	185	185
Wed Nov 30 17:55:02 2011	1322704502	0	185	185	185
Wed Nov 30 17:54:37 2011	1322704477	0	185	185	185
Wed Nov 30 17:54:32 2011	1322704472	0	185	185	185
Wed Nov 30 17:54:42 2011	1322704482	0	185	185	185
Wed Nov 30 17:54:26 2011	1322704466	0	185	185	185
Wed Nov 30 17:54:39 2011	1322704479	0	185	185	185
Wed Nov 30 17:54:24 2011	1322704464	0	185	185	185
Wed Nov 30 17:54:49 2011	1322704489	0	185	185	185
Wed Nov 30 17:54:41 2011	1322704481	0	185	185	185
Wed Nov 30 17:54:34 2011	1322704474	0	185	185	185
Wed Nov 30 17:54:40 2011	1322704480	0	186	186	185
Wed Nov 30 17:54:28 2011	1322704468	0	186	186	186
Wed Nov 30 17:55:00 2011	1322704500	0	186	186	186
Wed Nov 30 17:54:29 2011	1322704469	0	186	186	186
Wed Nov 30 17:54:57 2011	1322704497	0	186	186	186
Wed Nov 30 17:54:58 2011	1322704498	0	186	186	186
Wed Nov 30 17:54:41 2011	1322704481	0	187	187	187
Wed Nov 30 17:54:30 2011	1322704470	0	187	187	187
Wed Nov 30 17:54:56 2011	1322704496	0	187	187	187
Wed Nov 30 17:54:44 2011	1322704484	0	188	188	188
Wed Nov 30 17:55:06 2011	1322704506	0	188	188	188
Wed Nov 30 17:54:25 2011	1322704465	0	188	188	188
Wed Nov 30 17:54:34 2011	1322704474	0	188	188	188
Wed Nov 30 17:54:37 2011	1322704477	0	188	188	188
Wed Nov 30 17:54:20 2011	1322704460	0	189	189	189
Wed Nov 30 17:54:28 2011	1322704468	0	189	189	189
Wed Nov 30 17:54:47 2011	1322704487	0	190	190	190
Wed Nov 30 17:54:58 2011	1322704498	0	190	190	190
Wed Nov 30 17:54:31 2011	1322704471	0	190	190	190
Wed Nov 30 17:54:31 2011	1322704471	0	190	190	190
Wed Nov 30 17:54:23 2011	1322704463	0	191	191	191
Wed Nov 30 17:54:36 2011	1322704476	0	191	191	191
Wed Nov 30 17:54:20 2011	1322704460	0	191	191	191
Wed Nov 30 17:54:44 2011	1322704484	0	191	191	191
Wed Nov 30 17:54:55 2011	1322704495	0	191	191	191
Wed Nov 30 17:54:38 2011	1322704478	0	191	192	191
Wed Nov 30 17:54:26 2011	1322704466	0	193	193	193
Wed Nov 30 17:55:03 2011	1322704503	0	193	193	193
Wed Nov 30 17:54:25 2011	1322704465	0	193	193	193
Wed Nov 30 17:54:45 2011	1322704485	0	194	194	194
Wed Nov 30 17:54:24 2011	1322704464	0	194	194	194
Wed Nov 30 17:54:26 2011	1322704466	0	195	195	195
Wed Nov 30 17:54:45 2011	1322704485	0	196	196	196
Wed Nov 30 17:54:49 2011	1322704489	0	198	198	198
Wed Nov 30 17:55:00 2011	1322704500	0	200	200	200
Wed Nov 30 17:54:27 2011	1322704467	0	201	201	201
Wed Nov 30 17:54:19 2011	1322704459	3	199	201	199
Wed Nov 30 17:55:02 2011	1322704502	0	201	201	201
Wed Nov 30 17:54:38 2011	1322704478	0	202	202	202
Wed Nov 30 17:54:20 2011	1322704460	0	203	203	203
Wed Nov 30 17:54:53 2011	1322704493	0	203	203	203
Wed Nov 30 17:54:31 2011	1322704471	0	205	205	205
Wed Nov 30 17:54:59 2011	1322704499	0	205	205	205
Wed Nov 30 17:54:54 2011	1322704494	0	205	205	205
Wed Nov 30 17:55:06 2011	1322704506	0	206	206	206
Wed Nov 30 17:55:04 2011	1322704504	0	213	213	213
Wed Nov 30 17:54:39 2011	1322704479	0	215	215	215
Wed Nov 30 17:54:23 2011	1322704463	0	216	216	216
Wed Nov 30 17:54:36 2011	1322704476	0	224	224	224
Wed Nov 30 17:54:33 2011	1322704473	0	224	224	224
Wed Nov 30 17:55:01 2011	1322704501	0	225	225	225
Wed Nov 30 17:55:05 2011	1322704505	0	225	225	225
Wed Nov 30 17:55:05 2011	1322704505	0	227	227	227
Wed Nov 30 17:54:35 2011	1322704475	0	232	232	232
Wed Nov 30 17:54:37 2011	1322704477	0	232	232	232
Wed Nov 30 17:55:00 2011	1322704500	0	234	234	234
Wed Nov 30 17:54:19 2011	1322704459	2	247	250	246
Wed Nov 30 17:54:54 2011	1322704494	0	254	254	254
Wed Nov 30 17:54:46 2011	1322704486	0	264	264	264
Wed Nov 30 17:54:46 2011	1322704486	0	265	265	265
Wed Nov 30 17:54:47 2011	1322704487	0	265	265	265
Wed Nov 30 17:54:48 2011	1322704488	0	267	267	267
Wed Nov 30 17:54:51 2011	1322704491	0	267	267	267
Wed Nov 30 17:54:48 2011	1322704488	0	268	268	268
Wed Nov 30 17:54:51 2011	1322704491	0	268	268	268
Wed Nov 30 17:54:22 2011	1322704462	0	268	268	268
Wed Nov 30 17:54:43 2011	1322704483	0	269	269	269
Wed Nov 30 17:54:38 2011	1322704478	0	269	269	269
Wed Nov 30 17:54:21 2011	1322704461	0	269	269	269
Wed Nov 30 17:54:50 2011	1322704490	0	269	269	269
Wed Nov 30 17:54:52 2011	1322704492	0	269	269	269
Wed Nov 30 17:55:04 2011	1322704504	0	269	269	269
Wed Nov 30 17:54:51 2011	1322704491	0	269	269	269
Wed Nov 30 17:54:57 2011	1322704497	0	269	269	269
Wed Nov 30 17:54:42 2011	1322704482	0	269	269	269
Wed Nov 30 17:54:52 2011	1322704492	0	270	270	270
Wed Nov 30 17:54:33 2011	1322704473	0	270	270	270
Wed Nov 30 17:54:21 2011	1322704461	0	270	270	270
Wed Nov 30 17:54:56 2011	1322704496	0	270	270	270
Wed Nov 30 17:54:34 2011	1322704474	0	271	271	271
Wed Nov 30 17:54:35 2011	1322704475	0	271	271	271
Wed Nov 30 17:54:44 2011	1322704484	0	272	272	272
Wed Nov 30 17:54:32 2011	1322704472	0	273	273	273
Wed Nov 30 17:54:29 2011	1322704469	0	273	273	273
Wed Nov 30 17:55:05 2011	1322704505	0	273	273	273
Wed Nov 30 17:54:39 2011	1322704479	0	274	274	274
Wed Nov 30 17:54:29 2011	1322704469	0	274	274	274
Wed Nov 30 17:55:02 2011	1322704502	0	274	274	274
Wed Nov 30 17:54:23 2011	1322704463	0	274	274	274
Wed Nov 30 17:54:27 2011	1322704467	0	274	274	274
Wed Nov 30 17:54:34 2011	1322704474	0	274	274	274
Wed Nov 30 17:54:37 2011	1322704477	0	275	275	275
Wed Nov 30 17:55:03 2011	1322704503	0	275	275	275
Wed Nov 30 17:54:53 2011	1322704493	0	275	275	275
Wed Nov 30 17:54:40 2011	1322704480	0	275	275	275
Wed Nov 30 17:54:59 2011	1322704499	0	275	275	275
Wed Nov 30 17:55:00 2011	1322704500	0	275	275	275
Wed Nov 30 17:54:32 2011	1322704472	0	276	276	276
Wed Nov 30 17:54:46 2011	1322704486	0	276	276	276
Wed Nov 30 17:54:40 2011	1322704480	0	276	276	276
Wed Nov 30 17:54:28 2011	1322704468	0	276	276	276
Wed Nov 30 17:54:43 2011	1322704483	0	276	276	276
Wed Nov 30 17:54:53 2011	1322704493	0	276	276	276
Wed Nov 30 17:54:57 2011	1322704497	0	276	276	276
Wed Nov 30 17:55:06 2011	1322704506	0	277	277	277
Wed Nov 30 17:54:49 2011	1322704489	0	277	277	277
Wed Nov 30 17:54:48 2011	1322704488	0	277	277	277
Wed Nov 30 17:54:41 2011	1322704481	0	278	278	278
Wed Nov 30 17:54:43 2011	1322704483	0	278	278	278
Wed Nov 30 17:54:26 2011	1322704466	0	278	278	278
Wed Nov 30 17:54:30 2011	1322704470	0	278	278	278
Wed Nov 30 17:54:29 2011	1322704469	0	279	279	279
Wed Nov 30 17:54:30 2011	1322704470	0	279	279	279
Wed Nov 30 17:54:28 2011	1322704468	0	279	279	279
Wed Nov 30 17:54:44 2011	1322704484	0	280	280	280
Wed Nov 30 17:54:56 2011	1322704496	0	280	280	280
Wed Nov 30 17:54:20 2011	1322704460	0	280	280	280
Wed Nov 30 17:54:55 2011	1322704495	0	280	280	280
Wed Nov 30 17:54:58 2011	1322704498	0	281	281	281
Wed Nov 30 17:54:42 2011	1322704482	0	281	281	281
Wed Nov 30 17:54:34 2011	1322704474	0	281	282	281
Wed Nov 30 17:54:57 2011	1322704497	0	283	283	283
Wed Nov 30 17:54:47 2011	1322704487	0	283	283	283
Wed Nov 30 17:54:23 2011	1322704463	0	283	283	283
Wed Nov 30 17:54:50 2011	1322704490	0	283	283	283
Wed Nov 30 17:54:25 2011	1322704465	0	283	283	283
Wed Nov 30 17:54:55 2011	1322704495	0	285	285	285
Wed Nov 30 17:54:41 2011	1322704481	0	285	285	285
Wed Nov 30 17:54:24 2011	1322704464	0	285	285	285
Wed Nov 30 17:54:58 2011	1322704498	0	285	285	285
Wed Nov 30 17:54:31 2011	1322704471	0	286	287	286
Wed Nov 30 17:54:22 2011	1322704462	0	288	288	288
Wed Nov 30 17:54:26 2011	1322704466	0	288	288	288
Wed Nov 30 17:54:49 2011	1322704489	0	289	289	289
Wed Nov 30 17:54:26 2011	1322704466	0	289	289	289
Wed Nov 30 17:54:45 2011	1322704485	0	289	289	289
Wed Nov 30 17:54:31 2011	1322704471	0	289	289	289
Wed Nov 30 17:55:03 2011	1322704503	0	290	290	290
Wed Nov 30 17:54:45 2011	1322704485	0	290	290	290
Wed Nov 30 17:54:19 2011	1322704459	0	291	291	291
Wed Nov 30 17:54:25 2011	1322704465	0	291	291	291
Wed Nov 30 17:54:36 2011	1322704476	0	291	291	291
Wed Nov 30 17:54:27 2011	1322704467	0	293	293	293
Wed Nov 30 17:54:19 2011	1322704459	2	292	294	292
Wed Nov 30 17:54:59 2011	1322704499	0	295	295	295
Wed Nov 30 17:54:31 2011	1322704471	0	296	296	296
Wed Nov 30 17:54:41 2011	1322704481	0	296	296	296
Wed Nov 30 17:55:01 2011	1322704501	0	297	297	297
Wed Nov 30 17:54:24 2011	1322704464	0	298	298	298
Wed Nov 30 17:54:20 2011	1322704460	0	298	298	298
Wed Nov 30 17:55:06 2011	1322704506	0	299	299	299
Wed Nov 30 17:55:02 2011	1322704502	0	300	300	300
Wed Nov 30 17:54:38 2011	1322704478	0	300	300	299
Wed Nov 30 17:55:00 2011	1322704500	0	308	308	308
Wed Nov 30 17:54:54 2011	1322704494	0	309	309	309
Wed Nov 30 17:54:22 2011	1322704462	0	311	311	311
Wed Nov 30 17:54:39 2011	1322704479	0	315	315	315
Wed Nov 30 17:54:38 2011	1322704478	0	315	315	315
Wed Nov 30 17:54:53 2011	1322704493	0	316	316	316
Wed Nov 30 17:55:04 2011	1322704504	0	316	316	316
Wed Nov 30 17:54:36 2011	1322704476	0	319	319	319
Wed Nov 30 17:55:00 2011	1322704500	0	327	327	327
Wed Nov 30 17:54:57 2011	1322704497	0	328	328	328
Wed Nov 30 17:55:04 2011	1322704504	0	328	329	328
Wed Nov 30 17:55:01 2011	1322704501	0	332	332	332
Wed Nov 30 17:54:19 2011	1322704459	0	339	339	339
Wed Nov 30 17:54:33 2011	1322704473	0	341	341	341
Wed Nov 30 17:54:47 2011	1322704487	0	342	342	342
Wed Nov 30 17:55:05 2011	1322704505	0	343	343	343
Wed Nov 30 17:54:35 2011	1322704475	0	353	353	353
Wed Nov 30 17:54:46 2011	1322704486	0	354	354	354
Wed Nov 30 17:54:50 2011	1322704490	0	355	355	355
Wed Nov 30 17:54:51 2011	1322704491	0	356	356	356
Wed Nov 30 17:54:37 2011	1322704477	0	356	356	356
Wed Nov 30 17:54:52 2011	1322704492	0	356	356	356
Wed Nov 30 17:54:46 2011	1322704486	0	357	357	357
Wed Nov 30 17:54:48 2011	1322704488	0	357	357	357
Wed Nov 30 17:54:43 2011	1322704483	0	358	358	358
Wed Nov 30 17:54:51 2011	1322704491	0	358	358	358
Wed Nov 30 17:54:52 2011	1322704492	0	358	358	358
Wed Nov 30 17:54:50 2011	1322704490	0	358	358	358
Wed Nov 30 17:54:21 2011	1322704461	0	359	359	359
Wed Nov 30 17:54:42 2011	1322704482	0	359	359	359
Wed Nov 30 17:54:21 2011	1322704461	0	359	359	359
Wed Nov 30 17:54:22 2011	1322704462	0	360	360	360
Wed Nov 30 17:55:04 2011	1322704504	0	361	361	361
Wed Nov 30 17:54:28 2011	1322704468	0	361	361	361
Wed Nov 30 17:54:35 2011	1322704475	0	361	361	361
Wed Nov 30 17:54:48 2011	1322704488	0	362	362	362
Wed Nov 30 17:54:33 2011	1322704473	0	362	362	362
Wed Nov 30 17:54:32 2011	1322704472	0	362	362	362
Wed Nov 30 17:54:41 2011	1322704481	0	363	363	363
Wed Nov 30 17:54:53 2011	1322704493	0	363	363	363
Wed Nov 30 17:54:34 2011	1322704474	0	364	364	364
Wed Nov 30 17:54:43 2011	1322704483	0	364	364	364
Wed Nov 30 17:54:53 2011	1322704493	0	365	365	365
Wed Nov 30 17:55:02 2011	1322704502	0	365	365	365
Wed Nov 30 17:54:39 2011	1322704479	0	365	365	365
Wed Nov 30 17:54:28 2011	1322704468	0	366	366	366
Wed Nov 30 17:54:29 2011	1322704469	0	366	366	366
Wed Nov 30 17:55:06 2011	1322704506	0	366	366	366
Wed Nov 30 17:54:50 2011	1322704490	0	366	366	366
Wed Nov 30 17:54:40 2011	1322704480	0	366	366	366
Wed Nov 30 17:54:43 2011	1322704483	0	366	366	366
Wed Nov 30 17:54:34 2011	1322704474	0	367	367	367
Wed Nov 30 17:54:32 2011	1322704472	0	367	367	367
Wed Nov 30 17:54:46 2011	1322704486	0	367	367	367
Wed Nov 30 17:55:00 2011	1322704500	0	367	367	367
Wed Nov 30 17:54:48 2011	1322704488	0	368	368	368
Wed Nov 30 17:54:28 2011	1322704468	0	368	368	368
Wed Nov 30 17:54:57 2011	1322704497	0	368	368	368
Wed Nov 30 17:54:29 2011	1322704469	0	369	369	369
Wed Nov 30 17:54:42 2011	1322704482	0	369	369	369
Wed Nov 30 17:54:49 2011	1322704489	0	369	369	369
Wed Nov 30 17:54:41 2011	1322704481	0	369	369	369
Wed Nov 30 17:54:30 2011	1322704470	0	369	369	369
Wed Nov 30 17:54:59 2011	1322704499	0	370	370	370
Wed Nov 30 17:54:30 2011	1322704470	0	370	370	370
Wed Nov 30 17:55:05 2011	1322704505	0	370	370	370
Wed Nov 30 17:55:03 2011	1322704503	0	370	370	369
Wed Nov 30 17:54:40 2011	1322704480	0	371	371	371
Wed Nov 30 17:54:56 2011	1322704496	0	371	371	371
Wed Nov 30 17:54:56 2011	1322704496	0	372	372	371
Wed Nov 30 17:54:27 2011	1322704467	0	372	372	372
Wed Nov 30 17:54:44 2011	1322704484	0	372	372	372
Wed Nov 30 17:54:44 2011	1322704484	0	372	372	372
Wed Nov 30 17:54:37 2011	1322704477	0	372	372	372
Wed Nov 30 17:54:58 2011	1322704498	0	372	372	372
Wed Nov 30 17:54:26 2011	1322704466	0	375	375	375
Wed Nov 30 17:54:47 2011	1322704487	0	375	375	375
Wed Nov 30 17:54:23 2011	1322704463	0	375	375	375
Wed Nov 30 17:54:20 2011	1322704460	0	375	375	375
Wed Nov 30 17:54:25 2011	1322704465	0	376	376	376
Wed Nov 30 17:54:56 2011	1322704496	0	376	376	376
Wed Nov 30 17:54:58 2011	1322704498	0	380	380	380
Wed Nov 30 17:54:55 2011	1322704495	0	380	380	380
Wed Nov 30 17:54:31 2011	1322704471	0	383	383	383
Wed Nov 30 17:54:36 2011	1322704476	0	383	383	383
Wed Nov 30 17:54:49 2011	1322704489	0	383	383	383
Wed Nov 30 17:54:55 2011	1322704495	0	384	384	384
Wed Nov 30 17:54:19 2011	1322704459	0	384	384	384
Wed Nov 30 17:54:25 2011	1322704465	0	384	384	384
Wed Nov 30 17:54:27 2011	1322704467	0	385	385	385
Wed Nov 30 17:54:25 2011	1322704465	0	385	385	385
Wed Nov 30 17:54:59 2011	1322704499	0	385	385	385
Wed Nov 30 17:55:03 2011	1322704503	0	385	386	385
Wed Nov 30 17:54:45 2011	1322704485	0	386	386	386
Wed Nov 30 17:54:31 2011	1322704471	0	386	386	386
Wed Nov 30 17:54:45 2011	1322704485	0	386	386	386
Wed Nov 30 17:54:19 2011	1322704459	0	387	387	387
Wed Nov 30 17:54:24 2011	1322704464	0	387	387	387
Wed Nov 30 17:55:06 2011	1322704506	0	388	388	388
Wed Nov 30 17:54:41 2011	1322704481	0	388	388	388
Wed Nov 30 17:54:20 2011	1322704460	0	390	390	390
Wed Nov 30 17:54:31 2011	1322704471	0	392	392	391
Wed Nov 30 17:54:26 2011	1322704466	0	392	392	392
Wed Nov 30 17:55:02 2011	1322704502	0	393	393	393
Wed Nov 30 17:54:23 2011	1322704463	0	394	394	394
Wed Nov 30 17:54:37 2011	1322704477	0	395	395	395
Wed Nov 30 17:54:34 2011	1322704474	0	395	395	395
Wed Nov 30 17:54:22 2011	1322704462	0	400	400	400
Wed Nov 30 17:55:00 2011	1322704500	0	400	400	400
Wed Nov 30 17:54:39 2011	1322704479	0	406	406	406
Wed Nov 30 17:54:53 2011	1322704493	0	407	407	407
Wed Nov 30 17:54:54 2011	1322704494	0	408	408	408
Wed Nov 30 17:54:54 2011	1322704494	0	409	409	409
Wed Nov 30 17:54:38 2011	1322704478	0	413	413	413
Wed Nov 30 17:54:54 2011	1322704494	0	414	414	414
Wed Nov 30 17:55:00 2011	1322704500	0	419	420	419
Wed Nov 30 17:54:22 2011	1322704462	0	426	426	426
Wed Nov 30 17:55:01 2011	1322704501	0	430	430	430
Wed Nov 30 17:54:24 2011	1322704464	0	432	432	432
Wed Nov 30 17:55:04 2011	1322704504	0	432	432	432
Wed Nov 30 17:54:19 2011	1322704459	0	435	435	435
Wed Nov 30 17:54:33 2011	1322704473	0	436	436	436
Wed Nov 30 17:54:36 2011	1322704476	0	440	440	440
Wed Nov 30 17:55:01 2011	1322704501	0	440	440	440
Wed Nov 30 17:55:04 2011	1322704504	0	442	442	442
Wed Nov 30 17:54:46 2011	1322704486	0	444	444	444
Wed Nov 30 17:54:51 2011	1322704491	0	444	444	444
Wed Nov 30 17:54:50 2011	1322704490	0	445	445	445
Wed Nov 30 17:54:52 2011	1322704492	0	445	445	445
Wed Nov 30 17:54:52 2011	1322704492	0	446	446	446
