starttime	seconds	ctime	dtime	ttime	wait
Wed Nov 30 17:55:29 2011	1322704529	0	104	104	104
Wed Nov 30 17:55:47 2011	1322704547	0	107	107	107
Wed Nov 30 17:55:08 2011	1322704508	0	110	110	110
Wed Nov 30 17:55:14 2011	1322704514	0	111	111	111
Wed Nov 30 17:55:36 2011	1322704536	0	112	112	112
Wed Nov 30 17:55:35 2011	1322704535	0	113	113	113
Wed Nov 30 17:55:12 2011	1322704512	0	115	115	115
Wed Nov 30 17:55:16 2011	1322704516	0	119	119	119
Wed Nov 30 17:55:37 2011	1322704537	0	123	123	123
Wed Nov 30 17:55:09 2011	1322704509	0	139	139	139
Wed Nov 30 17:55:20 2011	1322704520	0	176	176	176
Wed Nov 30 17:55:30 2011	1322704530	0	177	177	177
Wed Nov 30 17:55:44 2011	1322704544	0	178	178	178
Wed Nov 30 17:55:31 2011	1322704531	0	179	179	179
Wed Nov 30 17:55:43 2011	1322704543	0	180	180	180
Wed Nov 30 17:55:42 2011	1322704542	0	180	180	180
Wed Nov 30 17:55:33 2011	1322704533	0	180	180	180
Wed Nov 30 17:55:21 2011	1322704521	0	180	180	180
Wed Nov 30 17:55:43 2011	1322704543	0	181	181	181
Wed Nov 30 17:55:28 2011	1322704528	0	181	181	181
Wed Nov 30 17:55:40 2011	1322704540	0	182	182	182
Wed Nov 30 17:55:46 2011	1322704546	0	182	182	182
Wed Nov 30 17:55:51 2011	1322704551	0	182	182	182
Wed Nov 30 17:55:20 2011	1322704520	0	182	182	182
Wed Nov 30 17:55:15 2011	1322704515	0	182	182	182
Wed Nov 30 17:55:54 2011	1322704554	0	182	182	182
Wed Nov 30 17:55:45 2011	1322704545	0	183	183	183
Wed Nov 30 17:55:24 2011	1322704524	0	183	183	183
Wed Nov 30 17:55:39 2011	1322704539	0	184	184	184
Wed Nov 30 17:55:48 2011	1322704548	0	184	184	184
Wed Nov 30 17:55:28 2011	1322704528	0	184	184	184
Wed Nov 30 17:55:26 2011	1322704526	0	185	185	185
Wed Nov 30 17:55:22 2011	1322704522	0	185	185	185
Wed Nov 30 17:55:25 2011	1322704525	0	186	186	186
Wed Nov 30 17:55:51 2011	1322704551	0	186	186	186
Wed Nov 30 17:55:50 2011	1322704550	0	187	187	187
Wed Nov 30 17:55:19 2011	1322704519	0	189	189	189
Wed Nov 30 17:55:52 2011	1322704552	0	190	190	190
Wed Nov 30 17:55:34 2011	1322704534	0	190	190	190
Wed Nov 30 17:55:29 2011	1322704529	0	192	192	192
Wed Nov 30 17:55:41 2011	1322704541	0	192	192	192
Wed Nov 30 17:55:10 2011	1322704510	0	192	192	192
Wed Nov 30 17:55:49 2011	1322704549	0	193	193	193
Wed Nov 30 17:55:07 2011	1322704507	1	194	195	192
Wed Nov 30 17:55:18 2011	1322704518	0	195	195	195
Wed Nov 30 17:55:17 2011	1322704517	0	197	197	197
Wed Nov 30 17:55:23 2011	1322704523	0	198	198	198
Wed Nov 30 17:55:53 2011	1322704553	0	202	202	202
Wed Nov 30 17:55:47 2011	1322704547	0	204	204	204
Wed Nov 30 17:55:08 2011	1322704508	0	204	204	204
Wed Nov 30 17:55:12 2011	1322704512	0	206	206	206
Wed Nov 30 17:55:13 2011	1322704513	0	208	208	208
Wed Nov 30 17:55:38 2011	1322704538	0	209	209	209
Wed Nov 30 17:55:16 2011	1322704516	0	210	210	210
Wed Nov 30 17:55:32 2011	1322704532	0	214	214	214
Wed Nov 30 17:55:27 2011	1322704527	0	216	216	216
Wed Nov 30 17:55:36 2011	1322704536	0	228	228	228
Wed Nov 30 17:55:35 2011	1322704535	0	234	234	234
Wed Nov 30 17:55:37 2011	1322704537	0	234	234	234
Wed Nov 30 17:55:11 2011	1322704511	0	237	237	237
Wed Nov 30 17:55:07 2011	1322704507	1	242	243	242
Wed Nov 30 17:55:14 2011	1322704514	0	247	247	247
Wed Nov 30 17:55:20 2011	1322704520	0	267	267	267
Wed Nov 30 17:55:30 2011	1322704530	0	267	267	267
Wed Nov 30 17:55:43 2011	1322704543	0	268	268	268
Wed Nov 30 17:55:21 2011	1322704521	0	268	268	268
Wed Nov 30 17:55:42 2011	1322704542	0	268	268	268
Wed Nov 30 17:55:31 2011	1322704531	0	268	268	268
Wed Nov 30 17:55:46 2011	1322704546	0	269	269	269
Wed Nov 30 17:55:28 2011	1322704528	0	270	270	270
Wed Nov 30 17:55:15 2011	1322704515	0	270	270	270
Wed Nov 30 17:55:45 2011	1322704545	0	271	271	271
Wed Nov 30 17:55:33 2011	1322704533	0	271	271	271
Wed Nov 30 17:55:43 2011	1322704543	0	271	271	271
Wed Nov 30 17:55:40 2011	1322704540	0	272	272	272
Wed Nov 30 17:55:44 2011	1322704544	0	272	272	272
Wed Nov 30 17:55:48 2011	1322704548	0	273	273	273
Wed Nov 30 17:55:26 2011	1322704526	0	274	274	274
Wed Nov 30 17:55:24 2011	1322704524	0	275	275	275
Wed Nov 30 17:55:25 2011	1322704525	0	275	275	275
Wed Nov 30 17:55:28 2011	1322704528	0	276	276	276
Wed Nov 30 17:55:51 2011	1322704551	0	277	277	277
Wed Nov 30 17:55:51 2011	1322704551	0	277	277	277
Wed Nov 30 17:55:50 2011	1322704550	0	278	278	278
Wed Nov 30 17:55:19 2011	1322704519	0	279	279	279
Wed Nov 30 17:55:39 2011	1322704539	0	279	279	279
Wed Nov 30 17:55:22 2011	1322704522	0	280	280	280
Wed Nov 30 17:55:41 2011	1322704541	0	282	282	282
Wed Nov 30 17:55:54 2011	1322704554	0	282	282	282
Wed Nov 30 17:55:49 2011	1322704549	0	283	283	283
Wed Nov 30 17:55:09 2011	1322704509	0	283	283	283
Wed Nov 30 17:55:29 2011	1322704529	0	284	284	284
Wed Nov 30 17:55:52 2011	1322704552	0	285	285	285
Wed Nov 30 17:55:10 2011	1322704510	0	287	287	287
Wed Nov 30 17:55:11 2011	1322704511	0	287	287	287
Wed Nov 30 17:55:17 2011	1322704517	0	288	288	288
Wed Nov 30 17:55:23 2011	1322704523	0	289	289	289
Wed Nov 30 17:55:19 2011	1322704519	0	289	289	289
Wed Nov 30 17:55:34 2011	1322704534	0	291	291	291
Wed Nov 30 17:55:18 2011	1322704518	0	291	291	291
Wed Nov 30 17:55:07 2011	1322704507	1	291	292	291
Wed Nov 30 17:55:13 2011	1322704513	0	295	295	295
Wed Nov 30 17:55:12 2011	1322704512	0	299	299	298
Wed Nov 30 17:55:38 2011	1322704538	0	299	299	299
Wed Nov 30 17:55:08 2011	1322704508	0	301	301	301
Wed Nov 30 17:55:27 2011	1322704527	0	306	306	306
Wed Nov 30 17:55:32 2011	1322704532	0	308	308	308
Wed Nov 30 17:55:37 2011	1322704537	0	310	310	310
Wed Nov 30 17:55:47 2011	1322704547	0	317	317	317
Wed Nov 30 17:55:53 2011	1322704553	0	319	319	319
Wed Nov 30 17:55:16 2011	1322704516	0	325	325	325
Wed Nov 30 17:55:54 2011	1322704554	0	327	327	327
Wed Nov 30 17:55:07 2011	1322704507	1	336	336	336
Wed Nov 30 17:55:14 2011	1322704514	0	339	339	339
Wed Nov 30 17:55:35 2011	1322704535	0	346	346	346
Wed Nov 30 17:55:36 2011	1322704536	0	349	349	349
Wed Nov 30 17:55:30 2011	1322704530	0	356	356	356
Wed Nov 30 17:55:21 2011	1322704521	0	357	357	357
Wed Nov 30 17:55:20 2011	1322704520	0	358	358	358
Wed Nov 30 17:55:45 2011	1322704545	0	359	359	359
Wed Nov 30 17:55:46 2011	1322704546	0	359	359	359
Wed Nov 30 17:55:40 2011	1322704540	0	359	359	359
Wed Nov 30 17:55:42 2011	1322704542	0	360	360	360
Wed Nov 30 17:55:28 2011	1322704528	0	360	360	360
Wed Nov 30 17:55:43 2011	1322704543	0	362	362	362
Wed Nov 30 17:55:48 2011	1322704548	0	362	362	362
Wed Nov 30 17:55:31 2011	1322704531	0	362	362	362
Wed Nov 30 17:55:25 2011	1322704525	0	364	364	364
Wed Nov 30 17:55:24 2011	1322704524	0	367	367	367
Wed Nov 30 17:55:26 2011	1322704526	0	368	368	368
Wed Nov 30 17:55:50 2011	1322704550	0	368	368	368
Wed Nov 30 17:55:19 2011	1322704519	0	369	369	368
Wed Nov 30 17:55:28 2011	1322704528	0	369	369	369
Wed Nov 30 17:55:33 2011	1322704533	0	370	370	370
Wed Nov 30 17:55:50 2011	1322704550	0	370	370	370
Wed Nov 30 17:55:39 2011	1322704539	0	371	371	371
Wed Nov 30 17:55:49 2011	1322704549	0	372	372	372
Wed Nov 30 17:55:51 2011	1322704551	0	373	373	373
Wed Nov 30 17:55:22 2011	1322704522	0	374	374	374
Wed Nov 30 17:55:41 2011	1322704541	0	378	378	378
Wed Nov 30 17:55:07 2011	1322704507	0	379	379	379
Wed Nov 30 17:55:18 2011	1322704518	0	382	382	382
Wed Nov 30 17:55:52 2011	1322704552	0	384	384	384
Wed Nov 30 17:55:23 2011	1322704523	0	384	384	384
Wed Nov 30 17:55:29 2011	1322704529	0	385	385	385
Wed Nov 30 17:55:15 2011	1322704515	0	385	385	385
Wed Nov 30 17:55:17 2011	1322704517	0	385	385	385
Wed Nov 30 17:55:18 2011	1322704518	0	385	385	385
Wed Nov 30 17:55:44 2011	1322704544	0	385	385	385
Wed Nov 30 17:55:10 2011	1322704510	0	385	385	385
Wed Nov 30 17:55:42 2011	1322704542	0	387	387	387
Wed Nov 30 17:55:08 2011	1322704508	0	388	388	388
Wed Nov 30 17:55:34 2011	1322704534	0	391	391	391
Wed Nov 30 17:55:13 2011	1322704513	0	392	392	392
Wed Nov 30 17:55:12 2011	1322704512	0	394	394	393
Wed Nov 30 17:55:11 2011	1322704511	0	402	402	402
Wed Nov 30 17:55:38 2011	1322704538	0	412	412	412
Wed Nov 30 17:55:47 2011	1322704547	0	414	414	414
Wed Nov 30 17:55:16 2011	1322704516	0	416	416	416
Wed Nov 30 17:55:32 2011	1322704532	0	424	424	424
Wed Nov 30 17:55:07 2011	1322704507	0	429	429	429
Wed Nov 30 17:55:53 2011	1322704553	0	435	435	435
Wed Nov 30 17:55:27 2011	1322704527	0	441	441	441
Wed Nov 30 17:55:36 2011	1322704536	0	445	445	445
Wed Nov 30 17:55:09 2011	1322704509	0	445	445	445
Wed Nov 30 17:55:37 2011	1322704537	0	446	446	446
Wed Nov 30 17:55:40 2011	1322704540	0	448	448	448
Wed Nov 30 17:55:21 2011	1322704521	0	448	448	448
Wed Nov 30 17:55:30 2011	1322704530	0	449	449	449
Wed Nov 30 17:55:28 2011	1322704528	0	449	449	449
Wed Nov 30 17:55:42 2011	1322704542	0	449	449	449
Wed Nov 30 17:55:45 2011	1322704545	0	450	450	450
Wed Nov 30 17:55:48 2011	1322704548	0	450	450	450
Wed Nov 30 17:55:43 2011	1322704543	0	451	451	451
Wed Nov 30 17:55:26 2011	1322704526	0	452	452	452
Wed Nov 30 17:55:25 2011	1322704525	0	454	454	454
Wed Nov 30 17:55:31 2011	1322704531	0	454	454	454
Wed Nov 30 17:55:33 2011	1322704533	0	459	459	459
Wed Nov 30 17:55:50 2011	1322704550	0	460	460	460
Wed Nov 30 17:55:35 2011	1322704535	0	460	460	460
Wed Nov 30 17:55:24 2011	1322704524	0	461	461	461
Wed Nov 30 17:55:49 2011	1322704549	0	461	461	461
Wed Nov 30 17:55:50 2011	1322704550	0	461	462	461
Wed Nov 30 17:55:19 2011	1322704519	0	462	462	462
Wed Nov 30 17:55:51 2011	1322704551	0	463	463	463
Wed Nov 30 17:55:39 2011	1322704539	0	464	464	464
Wed Nov 30 17:55:28 2011	1322704528	0	466	466	466
Wed Nov 30 17:55:20 2011	1322704520	0	466	466	466
Wed Nov 30 17:55:54 2011	1322704554	0	468	468	468
Wed Nov 30 17:55:22 2011	1322704522	0	468	468	468
Wed Nov 30 17:55:46 2011	1322704546	0	470	470	470
Wed Nov 30 17:55:41 2011	1322704541	0	472	472	472
Wed Nov 30 17:55:15 2011	1322704515	0	474	474	474
Wed Nov 30 17:55:44 2011	1322704544	0	475	475	475
Wed Nov 30 17:55:29 2011	1322704529	0	476	476	476
Wed Nov 30 17:55:42 2011	1322704542	0	476	476	476
Wed Nov 30 17:55:18 2011	1322704518	0	476	476	476
Wed Nov 30 17:55:55 2011	1322704555	0	476	476	476
Wed Nov 30 17:55:52 2011	1322704552	0	477	477	477
Wed Nov 30 17:55:23 2011	1322704523	0	477	477	477
Wed Nov 30 17:55:14 2011	1322704514	0	477	477	477
Wed Nov 30 17:55:17 2011	1322704517	0	478	478	478
Wed Nov 30 17:55:07 2011	1322704507	0	478	478	478
Wed Nov 30 17:55:18 2011	1322704518	0	481	481	481
Wed Nov 30 17:55:10 2011	1322704510	0	482	482	482
Wed Nov 30 17:55:08 2011	1322704508	0	484	484	484
Wed Nov 30 17:55:34 2011	1322704534	0	486	486	486
Wed Nov 30 17:55:13 2011	1322704513	0	487	487	487
Wed Nov 30 17:55:47 2011	1322704547	0	504	504	504
Wed Nov 30 17:55:38 2011	1322704538	0	504	504	504
Wed Nov 30 17:55:12 2011	1322704512	0	513	513	513
Wed Nov 30 17:55:11 2011	1322704511	0	520	520	520
Wed Nov 30 17:55:53 2011	1322704553	0	523	523	523
Wed Nov 30 17:55:07 2011	1322704507	0	525	525	525
Wed Nov 30 17:55:09 2011	1322704509	0	529	529	529
Wed Nov 30 17:55:27 2011	1322704527	0	529	529	529
Wed Nov 30 17:55:16 2011	1322704516	0	536	536	536
Wed Nov 30 17:55:27 2011	1322704527	0	537	537	537
Wed Nov 30 17:55:45 2011	1322704545	0	538	538	538
Wed Nov 30 17:55:42 2011	1322704542	0	538	538	538
Wed Nov 30 17:55:21 2011	1322704521	0	539	539	539
Wed Nov 30 17:55:40 2011	1322704540	0	540	540	540
Wed Nov 30 17:55:43 2011	1322704543	0	541	541	541
Wed Nov 30 17:55:30 2011	1322704530	0	542	542	542
Wed Nov 30 17:55:25 2011	1322704525	0	543	543	543
Wed Nov 30 17:55:31 2011	1322704531	0	546	546	546
Wed Nov 30 17:55:48 2011	1322704548	0	547	547	547
Wed Nov 30 17:55:33 2011	1322704533	0	549	549	549
Wed Nov 30 17:55:26 2011	1322704526	0	550	550	550
Wed Nov 30 17:55:19 2011	1322704519	0	554	554	554
Wed Nov 30 17:55:24 2011	1322704524	0	555	555	555
Wed Nov 30 17:55:50 2011	1322704550	0	555	555	555
Wed Nov 30 17:55:51 2011	1322704551	0	556	556	556
Wed Nov 30 17:55:49 2011	1322704549	0	557	557	556
Wed Nov 30 17:55:54 2011	1322704554	0	557	557	557
Wed Nov 30 17:55:49 2011	1322704549	0	558	558	558
Wed Nov 30 17:55:20 2011	1322704520	0	559	559	559
Wed Nov 30 17:55:39 2011	1322704539	0	559	559	559
Wed Nov 30 17:55:28 2011	1322704528	0	559	559	559
Wed Nov 30 17:55:37 2011	1322704537	0	562	562	562
Wed Nov 30 17:55:41 2011	1322704541	0	562	562	562
Wed Nov 30 17:55:32 2011	1322704532	0	562	562	562
Wed Nov 30 17:55:29 2011	1322704529	0	565	565	565
Wed Nov 30 17:55:18 2011	1322704518	0	567	567	567
Wed Nov 30 17:55:55 2011	1322704555	0	568	568	568
Wed Nov 30 17:55:36 2011	1322704536	0	568	568	568
Wed Nov 30 17:55:07 2011	1322704507	0	572	572	572
Wed Nov 30 17:55:14 2011	1322704514	0	572	572	572
Wed Nov 30 17:55:35 2011	1322704535	0	573	573	573
Wed Nov 30 17:55:17 2011	1322704517	0	574	574	574
Wed Nov 30 17:55:23 2011	1322704523	0	575	575	575
Wed Nov 30 17:55:08 2011	1322704508	0	575	575	575
Wed Nov 30 17:55:22 2011	1322704522	0	576	576	576
Wed Nov 30 17:55:44 2011	1322704544	0	577	577	577
Wed Nov 30 17:55:17 2011	1322704517	0	577	577	577
Wed Nov 30 17:55:10 2011	1322704510	0	578	578	578
Wed Nov 30 17:55:34 2011	1322704534	0	581	582	581
Wed Nov 30 17:55:46 2011	1322704546	0	585	585	585
Wed Nov 30 17:55:47 2011	1322704547	0	586	586	586
Wed Nov 30 17:55:15 2011	1322704515	0	591	591	591
Wed Nov 30 17:55:13 2011	1322704513	0	591	591	591
Wed Nov 30 17:55:41 2011	1322704541	0	594	594	594
Wed Nov 30 17:55:07 2011	1322704507	0	615	615	615
Wed Nov 30 17:55:53 2011	1322704553	0	619	619	619
Wed Nov 30 17:55:16 2011	1322704516	0	624	624	624
Wed Nov 30 17:55:12 2011	1322704512	0	627	627	627
Wed Nov 30 17:55:40 2011	1322704540	0	629	629	629
Wed Nov 30 17:55:27 2011	1322704527	0	629	629	629
Wed Nov 30 17:55:45 2011	1322704545	0	629	629	629
Wed Nov 30 17:55:11 2011	1322704511	0	630	630	630
Wed Nov 30 17:55:43 2011	1322704543	0	630	630	630
Wed Nov 30 17:55:21 2011	1322704521	0	631	631	631
Wed Nov 30 17:55:30 2011	1322704530	0	631	631	631
Wed Nov 30 17:55:38 2011	1322704538	0	632	632	632
Wed Nov 30 17:55:48 2011	1322704548	0	635	635	635
Wed Nov 30 17:55:42 2011	1322704542	0	637	637	637
Wed Nov 30 17:55:25 2011	1322704525	0	637	637	637
Wed Nov 30 17:55:33 2011	1322704533	0	638	638	638
Wed Nov 30 17:55:31 2011	1322704531	0	638	638	638
Wed Nov 30 17:55:26 2011	1322704526	0	642	642	642
Wed Nov 30 17:55:50 2011	1322704550	0	643	643	643
Wed Nov 30 17:55:49 2011	1322704549	0	645	645	645
Wed Nov 30 17:55:54 2011	1322704554	0	649	649	649
Wed Nov 30 17:55:51 2011	1322704551	0	649	649	649
Wed Nov 30 17:55:49 2011	1322704549	0	651	651	651
Wed Nov 30 17:55:40 2011	1322704540	0	651	651	651
Wed Nov 30 17:55:39 2011	1322704539	0	651	651	651
Wed Nov 30 17:55:09 2011	1322704509	0	651	651	651
Wed Nov 30 17:55:20 2011	1322704520	0	651	651	651
Wed Nov 30 17:55:24 2011	1322704524	0	656	656	656
Wed Nov 30 17:55:55 2011	1322704555	0	656	656	656
Wed Nov 30 17:55:19 2011	1322704519	0	657	657	657
Wed Nov 30 17:55:26 2011	1322704526	0	659	659	659
Wed Nov 30 17:55:07 2011	1322704507	0	659	659	659
Wed Nov 30 17:55:37 2011	1322704537	0	663	663	663
Wed Nov 30 17:55:32 2011	1322704532	0	664	664	664
Wed Nov 30 17:55:36 2011	1322704536	0	665	665	665
Wed Nov 30 17:55:44 2011	1322704544	0	666	666	666
Wed Nov 30 17:55:22 2011	1322704522	0	667	667	667
Wed Nov 30 17:55:23 2011	1322704523	0	668	668	668
Wed Nov 30 17:55:18 2011	1322704518	0	668	668	668
Wed Nov 30 17:55:08 2011	1322704508	0	669	669	669
Wed Nov 30 17:55:17 2011	1322704517	0	671	671	671
Wed Nov 30 17:55:10 2011	1322704510	0	672	672	672
Wed Nov 30 17:55:35 2011	1322704535	0	673	673	673
Wed Nov 30 17:55:17 2011	1322704517	0	674	674	674
Wed Nov 30 17:55:52 2011	1322704552	0	674	674	674
Wed Nov 30 17:55:34 2011	1322704534	0	678	678	678
Wed Nov 30 17:55:47 2011	1322704547	0	682	682	682
Wed Nov 30 17:55:29 2011	1322704529	0	682	682	682
Wed Nov 30 17:55:41 2011	1322704541	0	683	683	683
Wed Nov 30 17:55:46 2011	1322704546	0	686	686	686
Wed Nov 30 17:55:14 2011	1322704514	0	688	688	688
Wed Nov 30 17:55:28 2011	1322704528	0	691	691	691
Wed Nov 30 17:55:15 2011	1322704515	0	703	703	703
Wed Nov 30 17:55:07 2011	1322704507	0	708	708	708
Wed Nov 30 17:55:11 2011	1322704511	0	712	713	712
Wed Nov 30 17:55:40 2011	1322704540	0	719	719	718
Wed Nov 30 17:55:30 2011	1322704530	0	719	719	719
Wed Nov 30 17:55:45 2011	1322704545	0	719	719	719
Wed Nov 30 17:55:27 2011	1322704527	0	719	719	719
Wed Nov 30 17:55:43 2011	1322704543	0	719	719	719
Wed Nov 30 17:55:16 2011	1322704516	0	720	720	720
Wed Nov 30 17:55:53 2011	1322704553	0	721	721	721
Wed Nov 30 17:55:38 2011	1322704538	0	724	724	724
Wed Nov 30 17:55:48 2011	1322704548	0	724	724	724
Wed Nov 30 17:55:13 2011	1322704513	0	725	725	725
Wed Nov 30 17:55:21 2011	1322704521	0	726	726	726
Wed Nov 30 17:55:42 2011	1322704542	0	727	727	727
Wed Nov 30 17:55:33 2011	1322704533	0	728	728	728
Wed Nov 30 17:55:25 2011	1322704525	0	729	729	729
Wed Nov 30 17:55:31 2011	1322704531	0	730	730	730
Wed Nov 30 17:55:26 2011	1322704526	0	730	730	730
Wed Nov 30 17:55:50 2011	1322704550	0	734	734	734
Wed Nov 30 17:55:28 2011	1322704528	0	735	735	735
Wed Nov 30 17:55:51 2011	1322704551	0	737	737	737
Wed Nov 30 17:55:49 2011	1322704549	0	737	737	737
Wed Nov 30 17:55:09 2011	1322704509	0	739	739	739
Wed Nov 30 17:55:12 2011	1322704512	0	739	739	739
Wed Nov 30 17:55:54 2011	1322704554	0	740	740	740
Wed Nov 30 17:55:20 2011	1322704520	0	744	744	744
Wed Nov 30 17:55:39 2011	1322704539	0	744	744	744
Wed Nov 30 17:55:19 2011	1322704519	0	749	749	749
Wed Nov 30 17:55:55 2011	1322704555	0	752	752	752
Wed Nov 30 17:55:24 2011	1322704524	0	753	753	753
Wed Nov 30 17:55:40 2011	1322704540	0	755	755	754
Wed Nov 30 17:55:07 2011	1322704507	1	755	755	754
Wed Nov 30 17:55:17 2011	1322704517	0	756	756	756
Wed Nov 30 17:55:44 2011	1322704544	0	756	756	756
Wed Nov 30 17:55:22 2011	1322704522	0	757	757	757
Wed Nov 30 17:55:18 2011	1322704518	0	761	761	761
Wed Nov 30 17:55:35 2011	1322704535	0	762	762	762
Wed Nov 30 17:55:23 2011	1322704523	0	765	765	765
Wed Nov 30 17:55:52 2011	1322704552	0	766	766	766
Wed Nov 30 17:55:07 2011	1322704507	0	767	767	767
Wed Nov 30 17:55:16 2011	1322704516	0	767	767	767
Wed Nov 30 17:55:48 2011	1322704548	0	768	768	768
Wed Nov 30 17:55:47 2011	1322704547	0	770	770	770
Wed Nov 30 17:55:25 2011	1322704525	0	773	773	773
Wed Nov 30 17:55:34 2011	1322704534	0	773	773	773
Wed Nov 30 17:55:10 2011	1322704510	0	776	776	776
Wed Nov 30 17:55:32 2011	1322704532	0	777	777	777
Wed Nov 30 17:55:46 2011	1322704546	0	780	780	780
Wed Nov 30 17:55:29 2011	1322704529	0	785	785	785
Wed Nov 30 17:55:14 2011	1322704514	0	785	785	785
Wed Nov 30 17:55:37 2011	1322704537	0	786	786	786
Wed Nov 30 17:55:36 2011	1322704536	0	788	788	788
Wed Nov 30 17:55:15 2011	1322704515	0	797	797	797
Wed Nov 30 17:55:41 2011	1322704541	0	799	800	799
Wed Nov 30 17:55:07 2011	1322704507	1	801	802	801
Wed Nov 30 17:55:27 2011	1322704527	0	807	807	807
Wed Nov 30 17:55:30 2011	1322704530	0	809	809	809
Wed Nov 30 17:55:11 2011	1322704511	0	809	809	809
Wed Nov 30 17:55:45 2011	1322704545	0	810	810	810
Wed Nov 30 17:55:48 2011	1322704548	0	813	813	812
Wed Nov 30 17:55:43 2011	1322704543	0	813	813	813
Wed Nov 30 17:55:21 2011	1322704521	0	815	815	815
Wed Nov 30 17:55:53 2011	1322704553	0	815	815	815
Wed Nov 30 17:55:33 2011	1322704533	0	816	816	816
Wed Nov 30 17:55:42 2011	1322704542	0	816	816	816
Wed Nov 30 17:55:40 2011	1322704540	0	817	817	817
Wed Nov 30 17:55:38 2011	1322704538	0	817	817	817
Wed Nov 30 17:55:16 2011	1322704516	0	824	824	824
Wed Nov 30 17:55:50 2011	1322704550	0	827	827	827
Wed Nov 30 17:55:28 2011	1322704528	0	827	827	827
Wed Nov 30 17:55:49 2011	1322704549	0	828	828	828
Wed Nov 30 17:55:54 2011	1322704554	0	831	831	831
Wed Nov 30 17:55:51 2011	1322704551	0	833	833	833
Wed Nov 30 17:55:31 2011	1322704531	0	835	835	835
Wed Nov 30 17:55:39 2011	1322704539	0	836	836	835
Wed Nov 30 17:55:20 2011	1322704520	0	836	836	836
Wed Nov 30 17:55:55 2011	1322704555	0	840	840	840
Wed Nov 30 17:55:26 2011	1322704526	0	843	843	843
Wed Nov 30 17:55:25 2011	1322704525	0	845	845	845
Wed Nov 30 17:55:07 2011	1322704507	1	846	847	846
Wed Nov 30 17:55:24 2011	1322704524	0	848	848	848
Wed Nov 30 17:55:44 2011	1322704544	0	848	848	848
Wed Nov 30 17:55:22 2011	1322704522	0	850	850	850
Wed Nov 30 17:55:18 2011	1322704518	0	854	854	853
Wed Nov 30 17:55:35 2011	1322704535	0	854	854	854
Wed Nov 30 17:55:11 2011	1322704511	0	855	855	855
Wed Nov 30 17:55:16 2011	1322704516	0	858	858	858
Wed Nov 30 17:55:07 2011	1322704507	0	858	858	858
Wed Nov 30 17:55:52 2011	1322704552	0	860	860	860
Wed Nov 30 17:55:23 2011	1322704523	0	860	860	860
Wed Nov 30 17:55:13 2011	1322704513	0	861	861	861
Wed Nov 30 17:55:47 2011	1322704547	0	863	863	863
Wed Nov 30 17:55:48 2011	1322704548	0	864	864	864
