1310677024	132
1310680635	266
1310691202	277
1310692585	312
1310699574	315
1310699620	465
1311023212	472
1311184022	477
1311198290	525
1311198323	525
1311199588	532
1311220166	606
1311222019	612
1311224920	737
1311225137	737
1311225511	827
1311225625	824
1311225729	830
1311225874	850
1311228156	896
1311228537	900
1311230722	902
1311230749	963
1311231485	1139
1311232013	1162
1311232058	1166
1311232255	1173
1311233119	1173
1311269011	1208
1311269780	1229
1311269811	1288
1311270384	1287
1311271186	1304
1311271507	1305
1311271608	1322
1311272162	1340
1311272507	1337
1311272658	1330
1311272822	1321
1311274302	1349
1311274343	1424
1311276789	1424
1311276833	1443
1311277049	1443
1311277119	1476
1311279571	1486
1311284720	1504
1311285013	1512
1311285677	1512
1311305630	1510
1311308106	1480
1311310413	1550
1311360440	1585
1311360463	1642
1311361148	1635
1311362623	1685
1311381210	1691
1311381309	1692
1312341138	1713
1312341535	1744
1312390616	1780
1312393508	1977
1312394013	1981
1312394676	1991
1312394845	1991
1312395536	1993
1312395855	1995
1312397736	2041
1312400324	2105
1312400415	2105
1312400553	2122
1312403613	2221
1312404655	2225
1312408865	2342
1312411147	2342
1312411729	2342
1312417604	2472
1312420337	2487
1312422254	2490
1312422289	2552
1312425299	2552
1312431609	2639
1312479394	2647
1312480579	2652
1312484988	2678
1312485025	2684
1312488522	2754
1312489250	2822
1312494123	2825
1312554316	2883
1312561537	2884
1312567346	3016
1312567420	3084
1312567464	3133
1313087448	3202
1313499163	3209
1313500176	3209
1313500490	3209
1313501896	3261
1313505135	3263
1313620179	3273
1313620477	3460
1314707456	3515
1314707471	3589
1314707858	3530
1314707907	3545
1314740351	3567
1314743330	3599
1314744143	3602
1314745357	3608
1314746905	3619
1314758241	3619
1314761204	3663
1314844531	3770
1314844574	3771
1314844595	3780
1314845986	3789
1314930449	3789
1314931890	3791
1314934101	3776
1315311609	3845
1315313575	3873
1315319698	3916
1315320204	3946
1315320221	3972
1315887132	4040
1315917597	4101
1315920739	4227
1315920843	4219
1315921391	4268
1315921862	4274
1316043625	4280
1316048152	4463
1316125732	4462
1316127665	4467
1316127837	4516
1316487315	4522
1316525252	4672
1316526788	4690
1316528750	4728
1316529268	4728
1316641634	4752
1316641677	4751
1316666759	4756
1316667299	4756
1316669065	4756
1316711270	4773
1316711949	4790
1316712280	4790
1316713942	4801
1316722823	4832
1316724571	4864
1316725412	4890
1316725881	4947
1316726276	4942
1316741325	4966
1316741407	5081
1316745933	5094
1316746050	5125
1316746661	5119
1316747341	5117
1316811971	5117
1316811996	5131
1316888169	5156
1316888201	5158
1317128711	5169
1317130317	5212
1317134241	5286
1317156831	5259
1317690936	5422
1317739825	5550
1317869943	5555
1317950837	5556
1318335335	5559
1318336677	5601
1319546513	5795
