1310677024 132 0 0
1310680635 132 134 0
1310691202 143 134 0
1310692585 178 134 0
1310699574 185 134 0
1310699620 335 134 0
1311023212 345 134 0
1311184022 350 134 0
1311198290 412 134 0
1311198323 416 134 0
1311199588 423 134 0
1311220166 497 134 0
1311222019 603 134 0
1311222961 605 134 0
1311224920 605 134 126
1311225137 605 134 126
1311225511 696 134 126
1311225625 708 134 126
1311225729 714 134 126
1311225874 734 134 126
1311228156 784 134 126
1311228537 789 134 126
1311230722 791 134 126
1311230749 852 134 126
1311231485 852 134 303
1311231825 873 134 303
1311232013 873 134 327
1311232058 873 134 327
1311232255 873 134 334
1311233119 873 134 351
1311269011 908 134 351
1311269711 908 134 410
1311269780 930 134 410
1311269811 930 134 410
1311270384 947 134 410
1311271186 969 134 410
1311271507 971 134 410
1311271608 993 134 410
1311272162 1016 134 410
1311272356 1016 134 430
1311272507 1016 134 430
1311272658 1018 134 430
1311272822 1021 134 430
1311273823 1081 134 430
1311274197 1096 134 430
1311274302 1096 134 462
1311274343 1096 134 462
1311275705 1096 134 495
1311276789 1097 134 495
1311276833 1126 134 495
1311277049 1127 134 495
1311277119 1127 134 495
1311279571 1127 134 509
1311281818 1135 134 509
1311284720 1135 325 509
1311285013 1135 325 509
1311285677 1135 332 509
1311305630 1135 332 509
1311308106 1135 332 509
1311310413 1135 332 582
1311358744 1135 332 609
1311360279 1135 332 639
1311360440 1171 332 639
1311360463 1171 332 639
1311361148 1203 332 639
1311362623 1253 332 639
1311366502 1253 332 649
1311381210 1261 332 649
1311381309 1261 332 649
1312341138 1282 332 649
1312341535 1313 332 649
1312390616 1363 332 649
1312393508 1562 332 649
1312394013 1572 332 649
1312394676 1597 332 649
1312394845 1602 332 649
1312395536 1610 332 649
1312395855 1618 332 649
1312397736 1665 332 649
1312400324 1729 332 649
1312400415 1731 332 649
1312400553 1748 332 649
1312403613 1748 431 649
1312404655 1748 444 649
1312408865 1748 564 649
1312411147 1751 564 649
1312411729 1755 564 649
1312413020 1755 564 649
1312413116 1755 564 649
1312415729 1755 673 649
1312415793 1755 673 649
1312417604 1755 673 649
1312420337 1755 673 649
1312422254 1789 673 649
1312422289 1851 673 649
1312425299 1852 673 649
1312431609 1948 673 649
1312479394 1956 673 649
1312480579 1964 673 649
1312484837 1981 673 649
1312484988 1981 673 649
1312485025 1981 673 649
1312488522 1981 673 649
1312489250 1981 673 649
1312494123 2003 673 649
1312554316 2003 673 649
1312560417 2007 673 649
1312560709 2058 673 649
1312561537 2058 673 649
1312567346 2058 673 649
1312567420 2058 673 649
1312567464 2058 673 649
1313087448 2058 742 649
1313499163 2075 742 649
1313500176 2210 742 649
1313500490 2213 742 649
1313501896 2265 742 649
1313505135 2279 742 649
1313546382 2279 933 649
1313620179 2289 933 649
1313620477 2289 933 649
1314153992 2289 942 649
1314154028 2289 1013 649
1314707290 2289 1027 649
1314707456 2369 1027 649
1314707471 2369 1027 649
1314707858 2376 1027 649
1314707907 2391 1027 649
1314740351 2420 1027 649
1314743330 2469 1027 649
1314744143 2485 1027 649
1314745357 2492 1027 649
